user_id,first_order_day,most_used_city,count_cuisines,voucher_user,voucher_amount,member_get_member_viral,average_order_value,cnt_orders_7d_fwd,cnt_orders_14d_fwd,cnt_orders_30d_fwd,cnt_orders_60d_fwd,cnt_orders_90d_fwd,cnt_orders_6m_fwd
2509520,24/05/2016,Manchester,1,0,,,22.2,1,1,1,1,1,1
1388390,23/12/2015,London,1,0,,,97.2,1,1,1,1,1,1
4664154,27/06/2016,Manchester,1,1,10,1,35.28,1,1,1,1,1,1
3968328,28/05/2016,London,1,0,,,18.24,1,1,1,1,1,1
2255524,01/03/2016,London,1,0,,,83.04,3,3,3,4,4,5
3196604,22/04/2016,London,2,0,,,39.18,1,1,1,3,3,3
3456060,04/06/2016,London,1,0,,,26.28,1,1,1,2,2,2
3434602,01/07/2016,London,1,0,,,15.6,1,1,1,1,1,1
4576046,24/06/2016,London,1,0,,,52.14,1,1,1,1,1,1
44674,03/09/2015,London,5,0,,,25.7778,2,2,2,5,7,10
4076266,02/06/2016,London,2,0,,,23.7,1,2,2,2,2,2
2170810,26/02/2016,London,1,0,,,39,1,1,1,1,1,1
2578918,16/04/2016,London,2,0,,,27.51,1,1,1,2,2,2
1811846,01/02/2016,London,1,0,,,21.84,1,1,1,1,1,1
805668,22/10/2015,London,1,0,,,19.62,1,1,1,1,2,2
393202,27/07/2015,London,1,0,,,22.59996,2,3,3,3,3,3
676090,20/02/2016,London,1,0,,,19.8,1,1,1,1,1,1
961698,16/01/2016,London,2,0,,,23.04,2,2,2,2,2,2
364392,19/07/2015,Manchester,4,0,,,31.26,1,1,1,2,2,2
1868252,06/02/2016,London,2,0,,,67.99992,3,3,3,3,3,3
4325416,13/06/2016,London,1,0,,,85.44,1,1,1,1,1,1
3257092,24/04/2016,London,7,0,,,37.44456,2,3,5,8,13,13
2875000,04/04/2016,London,1,0,,,35.34,1,1,1,1,1,1
266428,12/06/2015,London,1,0,,,28.14,1,1,1,1,1,1
3639914,14/05/2016,London,2,0,,,32.68656,2,3,6,8,9,9
812432,23/10/2015,London,1,0,,,34.44,1,1,1,1,1,1
310856,02/07/2015,London,5,0,,,36.02316,2,3,3,3,3,6
1733904,27/01/2016,London,1,0,,,19.86,1,1,1,1,1,1
2904746,06/04/2016,London,1,0,,,30.18,1,1,1,1,1,1
604694,20/09/2015,London,1,0,,,49.56,1,1,1,1,1,1
939782,08/11/2015,London,1,0,,,22.14,1,1,1,1,1,1
826284,24/10/2015,Aberdeen,4,0,,,26.27568,2,2,3,3,4,10
2560984,18/03/2016,London,1,0,,,33.42,1,1,1,1,1,1
495518,28/08/2015,London,2,0,,,26.85996,2,2,3,3,3,3
3026410,13/04/2016,London,1,0,,,36.3,1,1,1,1,1,1
3423850,02/05/2016,London,1,0,,,33.6,1,1,1,1,1,1
699314,09/10/2015,Manchester,1,1,10,0,9.66,1,1,1,1,1,1
1722310,26/01/2016,London,7,0,,,43.35,1,2,4,6,10,18
2605324,20/03/2016,London,1,0,,,19.02,1,1,1,1,1,1
1573170,15/01/2016,London,5,0,,,28.09704,1,1,1,4,5,7
2074920,19/02/2016,London,1,0,,,35.88,1,1,1,1,1,1
1529840,10/01/2016,London,2,0,,,29.47992,1,1,1,1,1,3
3354534,29/04/2016,London,1,0,,,27.03,1,2,4,4,4,4
1069400,22/11/2015,London,1,0,,,62.52,1,1,1,1,1,1
1157922,01/12/2015,London,9,0,,,27.216,1,1,2,4,4,12
2778768,30/03/2016,London,2,0,,,27.37992,1,2,4,6,7,9
487106,26/08/2015,London,1,0,,,36.54,1,1,1,1,1,1
2189342,26/02/2016,London,1,0,,,19.2,1,1,1,1,1,1
1306910,15/12/2015,London,1,0,,,27.54,1,1,1,1,2,2
1903248,15/05/2016,London,1,0,,,19.35,1,1,1,2,2,2
5218290,17/07/2016,London,1,0,,,23.952,1,1,1,1,1,1
517468,01/09/2015,London,2,0,,,15.66,1,1,1,1,1,2
2888888,05/04/2016,London,6,0,,,31.16568,2,3,5,6,7,7
630198,26/09/2015,London,1,1,10,0,19.2,1,1,1,1,1,1
4021240,30/05/2016,Manchester,1,0,,,55.44,1,1,1,1,1,1
578066,15/09/2015,London,2,1,10,0,26.586,1,1,1,2,2,2
1623312,19/01/2016,London,3,0,,,47.8542,1,1,1,1,1,7
653946,30/09/2015,Manchester,6,0,,,34.54224,3,4,4,6,7,14
1878492,06/02/2016,London,1,0,,,34.56,2,2,2,2,2,2
2211784,27/02/2016,London,4,0,,,25.905,1,1,1,4,6,8
2461002,12/03/2016,London,1,0,,,22.2,1,1,1,1,1,1
514676,31/08/2015,London,1,0,,,18,1,1,1,1,1,1
2689368,07/06/2016,London,1,0,,,43.75992,1,1,2,3,3,3
1649958,21/01/2016,Manchester,2,0,,,19.93992,1,1,1,2,3,3
3456834,20/05/2016,London,5,0,,,57.57996,3,5,6,6,6,6
927900,09/11/2015,London,4,0,,,27.25836,2,2,2,2,8,10
819284,24/10/2015,London,3,0,,,20.556,3,3,4,4,4,5
690980,07/10/2015,London,2,0,,,23.61996,1,1,1,1,1,3
2764258,29/03/2016,Manchester,1,0,,,19.2,1,1,1,1,1,1
1591972,16/01/2016,London,1,0,,,30.54,1,1,1,1,1,1
2859232,03/04/2016,London,4,0,,,25.11,1,1,1,2,3,4
974574,12/11/2015,London,1,1,10,0,21.18,1,1,1,1,1,1
5215050,17/07/2016,London,1,0,,,59.64,1,1,1,1,1,1
829806,25/10/2015,Manchester,1,1,10,0,37.5,1,1,1,2,2,2
2045468,17/02/2016,London,5,0,,,21.63156,1,2,7,10,13,19
373252,22/07/2015,London,8,0,,,23.59548,4,6,9,12,15,29
2471184,13/03/2016,London,1,0,,,20.88,1,1,1,1,1,1
1381964,22/12/2015,London,2,0,,,85.59,1,1,1,1,2,2
322490,11/07/2015,London,1,0,,,26.94,1,1,1,1,1,1
263602,11/06/2015,London,1,0,,,33.06,1,1,1,1,1,1
4424602,18/06/2016,London,1,0,,,28.992,1,1,1,1,1,1
5149778,15/07/2016,London,1,0,,,21.9,3,3,3,3,3,3
1074792,23/11/2015,London,2,1,10,0,23.04,1,1,1,2,2,2
464662,20/08/2015,London,1,0,,,31.92,1,1,1,1,1,1
2012738,14/02/2016,London,1,0,,,27.18,1,1,1,1,1,2
3228360,23/04/2016,London,2,1,2.5,0,33.99,1,1,2,2,2,2
2148378,24/02/2016,London,3,1,2.5,0,21.28656,1,1,2,3,5,9
1443710,01/01/2016,London,3,0,,,26.625,1,1,1,1,2,4
601516,20/09/2015,London,11,0,,,37.35468,1,1,1,4,8,11
1866252,06/02/2016,London,1,1,2.5,0,55.5,1,1,1,1,1,1
969982,12/11/2015,London,1,0,,,16.86,1,1,1,1,1,1
2999758,11/04/2016,London,1,0,,,21.12,1,1,1,1,1,1
259262,08/06/2015,London,10,0,,,18.53736,1,1,1,1,3,3
844430,26/10/2015,London,1,0,,,58.56,1,1,1,1,1,1
511538,05/11/2015,London,1,0,,,27.27996,1,1,1,1,1,2
4171570,06/06/2016,London,1,0,,,19.74,1,1,4,4,4,4
3377396,30/04/2016,London,3,0,,,43.05996,2,2,3,4,6,6
4544344,23/06/2016,London,1,0,,,41.94,1,1,1,1,1,1
275556,16/06/2015,London,1,0,,,60.972,1,1,1,2,3,4
4510612,21/06/2016,London,1,0,,,29.88,1,1,1,1,1,1
484690,25/08/2015,London,3,0,,,38.37,1,1,1,2,2,2
4244456,10/06/2016,London,2,0,,,38.4,1,1,2,2,2,2
2202464,23/06/2016,London,1,0,,,24.9,1,1,1,1,1,1
3953896,28/05/2016,London,2,0,,,87.43992,2,2,3,3,3,3
1645466,21/01/2016,London,5,0,,,19.72344,2,2,3,5,5,8
367242,19/07/2015,London,1,0,,,23.7,1,1,1,1,1,1
1795992,31/01/2016,London,1,0,,,51.36,1,1,1,1,1,1
2029918,16/02/2016,London,1,0,,,29.82,1,1,1,1,1,1
1947684,11/02/2016,London,6,0,,,25.44852,2,4,7,7,7,7
3910588,26/05/2016,Manchester,2,0,,,19.824,1,2,2,2,2,2
1801332,31/01/2016,London,5,0,,,22.62996,1,3,4,6,7,12
588224,18/09/2015,London,1,0,,,76.68,1,1,1,1,2,2
1643800,21/01/2016,London,1,0,,,24.72,1,1,1,3,4,4
725328,12/10/2015,London,1,0,,,29.46,1,1,1,1,1,1
4423848,18/06/2016,London,1,0,,,19.74,1,1,1,1,1,1
3249652,24/04/2016,Aberdeen,1,0,,,33.12,1,1,1,1,1,1
2789078,31/03/2016,London,5,0,,,17.29992,1,3,4,5,9,9
2511518,15/03/2016,London,3,0,,,25.47996,1,1,1,2,3,3
1045874,20/11/2015,London,1,1,10,0,25.8,1,1,1,1,1,1
1057002,21/11/2015,London,4,0,,,22.9902,1,1,3,5,6,11
326594,08/07/2015,London,10,0,,,30.22692,1,3,12,33,44,71
3785768,20/05/2016,London,4,0,,,17.955,1,1,2,4,4,4
255224,06/06/2015,London,4,0,,,46.78992,1,1,1,1,1,3
937372,21/02/2016,London,10,0,,,23.79744,1,1,3,8,22,24
1316972,16/12/2015,London,6,0,,,34.28136,1,1,2,4,5,12
3998478,29/05/2016,London,2,0,,,20.04,1,1,1,2,2,2
998246,15/11/2015,London,1,0,,,48,1,1,1,1,1,1
1591320,16/01/2016,London,1,0,,,26.88,1,1,1,1,1,1
4507066,21/06/2016,London,1,0,,,37.5,1,1,1,1,1,1
1753568,29/01/2016,London,1,0,,,23.16,1,1,1,1,1,1
2177970,26/02/2016,London,2,0,,,22.725,1,1,1,3,4,4
2442392,12/03/2016,Aberdeen,1,0,,,38.16,1,1,1,1,1,1
4749140,01/07/2016,London,1,0,,,25.68,1,2,2,2,2,2
4329028,13/06/2016,London,2,0,,,33.33,1,1,2,2,2,2
3519434,07/05/2016,London,2,0,,,30.67992,2,3,3,3,3,3
470562,22/08/2015,London,22,0,,,28.53792,3,3,4,6,7,18
4010316,30/05/2016,London,1,0,,,19.44,1,1,1,1,1,1
1580114,15/01/2016,Manchester,1,0,,,27.96,1,1,1,1,1,1
4116046,04/06/2016,London,1,0,,,18.24,1,1,1,1,1,1
4917118,08/07/2016,London,1,0,,,21.3,1,1,1,1,1,1
370778,21/07/2015,London,1,0,,,37.8,1,1,1,1,1,1
622512,24/09/2015,London,1,0,,,19.38,1,1,1,1,1,1
509516,31/08/2015,London,8,0,,,17.946,1,1,1,1,4,4
3789528,20/05/2016,London,2,0,,,29.52,2,2,2,2,2,2
1927866,09/03/2016,London,1,0,,,186.96,1,1,1,1,1,1
4267416,11/06/2016,London,1,0,,,52.38,1,1,1,1,1,1
3552468,08/05/2016,London,1,0,,,21.84,1,1,1,1,1,1
3650836,14/05/2016,London,1,0,,,22.63992,2,2,2,3,3,3
314550,04/07/2015,London,2,0,,,22.56,1,1,1,2,3,3
932594,15/11/2015,London,1,1,10,0,32.28,1,1,1,1,1,1
4753616,13/07/2016,London,1,0,,,38.58,1,1,1,1,1,1
1399090,26/12/2015,London,1,0,,,29.76,1,1,1,1,1,1
2591682,19/03/2016,London,1,0,,,44.64,1,1,1,1,1,1
4794254,03/07/2016,London,1,0,,,46.2,1,1,1,1,1,1
586456,17/09/2015,London,1,0,,,42.9,1,1,1,1,1,1
3500430,06/05/2016,London,1,0,,,36.12,1,1,1,1,1,1
1658490,22/01/2016,London,2,0,,,35.04,1,1,1,2,2,2
2323058,05/03/2016,London,3,0,,,22.2,1,1,2,4,4,5
626882,25/09/2015,London,1,1,10,0,51.48,1,1,1,1,1,1
620392,24/09/2015,London,1,0,,,21,1,1,1,1,1,1
3905776,26/05/2016,London,5,0,,,31.062,1,1,8,10,10,10
1246822,10/12/2015,London,2,0,,,23.55996,1,1,1,2,2,2
3503248,06/05/2016,London,3,0,,,32.83992,1,2,3,3,3,3
1963926,12/02/2016,London,1,0,,,29.55,1,1,1,2,2,2
726216,10/12/2015,London,2,0,,,19.065,1,1,1,1,1,4
1781416,30/01/2016,London,1,0,,,20.64,1,1,1,1,1,1
2765276,29/03/2016,London,4,0,,,20.52,1,1,1,2,5,5
1432750,31/12/2015,Manchester,2,0,,,28.68,1,1,1,1,1,2
2075796,19/02/2016,London,2,0,,,20.59992,1,2,2,2,3,3
1742744,28/01/2016,London,3,0,,,26.49996,1,1,1,1,1,3
492738,28/08/2015,London,1,0,,,24,1,1,1,1,1,1
402174,31/07/2015,London,6,0,,,46.38,1,1,2,2,2,12
306240,30/06/2015,London,1,0,,,22.2,1,1,1,1,1,1
2057752,18/02/2016,London,3,1,2.5,0,30.49992,1,1,1,1,2,3
1678712,23/01/2016,London,4,0,,,27.99996,1,1,1,3,4,6
1017354,17/11/2015,London,5,1,10,0,36.85992,1,1,2,6,7,7
3142256,19/04/2016,London,1,1,10,1,19.02,1,1,1,1,1,1
4939314,08/07/2016,Manchester,1,0,,,42.54,1,1,1,1,1,1
2362870,06/03/2016,London,3,0,,,24.2142,2,4,5,6,6,7
1099136,26/11/2015,London,1,0,,,26.28,1,1,1,1,1,1
1901068,07/02/2016,London,2,0,,,34.95,1,1,1,1,3,6
2522636,16/03/2016,London,3,0,,,31.11,1,1,1,3,4,8
1186514,04/12/2015,London,1,0,,,27.12,1,1,1,1,1,1
710440,23/04/2016,London,1,0,,,14.88,1,1,1,1,1,1
1531716,28/02/2016,London,3,0,,,41.325,1,1,1,1,2,4
4419012,18/06/2016,London,1,0,,,30,1,1,1,1,1,1
1740488,28/01/2016,London,1,0,,,45.06,1,1,1,1,1,1
2828092,02/04/2016,Manchester,1,0,,,21.468,2,2,3,5,5,5
2505748,15/03/2016,London,1,0,,,39,1,1,1,1,1,1
1285256,13/12/2015,London,1,0,,,22.29,1,1,1,2,2,2
311682,03/07/2015,London,4,0,,,26.3508,3,5,10,11,11,11
5199070,17/07/2016,London,1,0,,,32.34,1,1,1,1,1,1
297104,26/06/2015,London,2,0,,,29.28,1,1,1,1,1,1
1719012,26/01/2016,London,4,0,,,37.02,1,1,1,1,3,4
5187886,16/07/2016,London,1,0,,,19.62,1,1,1,1,1,1
4171422,06/06/2016,London,1,0,,,24.48,1,1,1,1,1,1
1837772,04/02/2016,London,3,0,,,15.51996,1,2,3,3,3,3
1695874,24/01/2016,Manchester,1,0,,,41.52,1,1,1,1,1,1
2585240,19/03/2016,London,2,0,,,42.96,1,1,1,2,2,2
645654,28/09/2015,London,18,0,,,37.40244,3,4,10,16,26,41
318074,05/07/2015,London,1,0,,,32.64,1,1,1,1,1,1
2392772,09/03/2016,London,1,1,2.5,0,25.32,1,1,1,1,1,1
593232,18/09/2015,London,1,1,10,0,21,1,1,1,1,1,1
4454270,19/06/2016,London,1,0,,,18.06,1,1,1,1,1,1
1722802,26/01/2016,London,1,0,,,30.6,1,1,1,1,1,1
3089476,01/07/2016,London,1,1,10,1,30,1,1,1,1,1,1
3552428,08/05/2016,London,1,0,,,57.432,1,1,1,1,1,1
3432904,02/05/2016,London,1,0,,,77.76,1,1,1,1,1,1
781890,18/10/2015,London,10,1,10,0,39.4644,1,2,3,3,3,8
3768274,19/05/2016,London,1,0,,,19.74,1,1,1,1,1,1
3305082,27/04/2016,London,1,0,,,21.66,1,1,1,1,1,1
2864396,03/04/2016,London,2,0,,,18.72,1,1,2,2,2,2
776486,18/10/2015,Manchester,9,0,,,20.30328,1,1,3,6,6,18
3578242,10/05/2016,London,1,1,10,1,18.36,1,1,1,1,1,1
1381762,22/12/2015,London,4,0,,,27.39,1,1,1,1,2,3
2109678,02/05/2016,London,2,0,,,48.51,1,1,1,1,2,2
1943260,11/02/2016,London,1,1,2.5,0,23.31,2,2,2,2,2,2
3326396,28/04/2016,London,2,0,,,18.06,1,1,2,2,2,2
1242742,10/12/2015,London,1,0,,,23.94,1,1,1,1,1,1
528310,04/09/2015,London,1,0,,,24,1,1,1,1,1,1
969892,12/11/2015,London,1,1,10,0,18,1,1,1,1,1,1
1153970,01/12/2015,London,2,0,,,68.49,1,2,2,2,2,2
5183894,16/07/2016,Manchester,1,1,10,1,21.54,1,1,1,1,1,1
1319204,17/12/2015,London,11,0,,,31.54368,2,3,6,14,20,32
4881070,06/07/2016,London,2,0,,,14.73,1,2,2,2,2,2
1355122,19/12/2015,London,2,0,,,49.66284,1,1,3,6,10,13
1026116,18/11/2015,London,10,0,,,39.58524,8,10,15,18,18,18
3582834,10/05/2016,London,1,0,,,30.48,1,1,1,1,1,1
1554718,13/01/2016,London,1,0,,,18.66,1,1,1,1,1,1
1145340,30/11/2015,London,1,0,,,19.62,1,1,1,1,1,1
318340,05/07/2015,London,4,0,,,24.285,1,1,1,1,1,1
2610378,21/03/2016,London,1,0,,,26.682,1,1,1,1,1,2
1594016,16/01/2016,London,1,0,,,33.9,1,1,1,1,1,1
4602226,25/06/2016,London,1,0,,,57.72,1,1,1,1,1,1
1212884,06/12/2015,London,2,0,,,35.58,1,1,1,1,2,2
2933144,08/04/2016,London,3,0,,,33.3,1,1,1,2,3,3
415480,03/08/2015,London,1,0,,,49.92,1,1,1,1,1,1
3476524,05/05/2016,London,1,0,,,21.6,1,1,1,1,1,1
470662,22/08/2015,London,7,0,,,20.92512,4,7,10,13,13,13
1750278,29/01/2016,London,1,0,,,49.32,1,1,1,1,1,1
2776486,30/03/2016,London,1,0,,,15.84,1,1,1,1,1,1
980536,13/11/2015,London,3,0,,,40.716,1,1,1,2,2,2
3503120,06/05/2016,London,1,0,,,41.52,1,1,1,1,1,1
884148,01/11/2015,London,6,0,,,24.39672,1,4,4,4,5,13
1461520,02/01/2016,London,1,0,,,44.94,1,1,1,1,1,1
4630804,26/06/2016,London,1,0,,,73.56,1,1,1,1,1,1
3721004,17/05/2016,London,3,0,,,31.38,2,2,3,3,3,3
646330,29/09/2015,London,1,1,10,0,5.4,1,1,1,1,1,1
4676154,28/06/2016,London,1,0,,,40.8,1,1,1,1,1,1
1626810,19/01/2016,London,3,0,,,26.19,1,3,3,4,4,4
4402612,17/06/2016,London,1,0,,,21.9,1,1,1,1,1,1
3968176,28/05/2016,London,2,0,,,36.3,2,2,2,2,2,2
4485374,20/06/2016,London,1,0,,,27.12,1,1,1,1,1,1
2910256,07/04/2016,London,1,0,,,48.6,1,1,1,1,1,1
3459192,04/05/2016,London,1,0,,,24.3,1,2,2,2,2,2
4575922,24/06/2016,London,1,1,10,1,18,1,1,1,1,1,1
3445152,20/05/2016,London,4,0,,,27.04104,7,7,7,7,7,7
3146616,19/04/2016,London,2,0,,,74.31,1,1,1,2,2,2
1343600,18/04/2016,Aberdeen,1,0,,,39.78,1,1,1,1,1,1
4545094,23/06/2016,London,2,0,,,54.81996,1,3,3,3,3,3
2107610,21/02/2016,London,1,0,,,30,1,1,1,1,1,1
311410,03/07/2015,London,1,0,,,58.2,1,1,1,1,1,1
4973026,09/07/2016,London,1,0,,,138.72,1,1,1,1,1,1
1860784,05/02/2016,Aberdeen,3,0,,,19.71,1,1,1,2,2,4
4777742,02/07/2016,London,1,0,,,18.27,2,2,2,2,2,2
537016,06/09/2015,London,1,1,10,0,21.54,1,1,1,1,1,1
3932940,27/05/2016,London,1,0,,,54.84,1,1,1,1,1,1
3632096,13/05/2016,London,1,0,,,44.052,1,1,1,5,5,5
2155658,24/02/2016,London,1,0,,,22.74,1,1,1,1,1,1
264790,11/06/2015,London,4,0,,,22.77,1,1,1,1,2,2
250298,04/06/2015,London,1,0,,,55.2,1,1,1,1,1,1
4263220,11/06/2016,London,1,0,,,29.88,1,1,1,1,1,1
3275144,25/04/2016,London,1,0,,,19.5,1,1,1,1,1,1
2435104,11/03/2016,London,3,0,,,43.77,1,1,2,2,3,4
789280,16/12/2015,Manchester,6,0,,,31.83996,1,2,3,5,5,11
4879510,06/07/2016,London,1,0,,,32.58,1,1,1,1,1,1
2369988,07/03/2016,London,3,0,,,52.2,1,1,2,4,4,4
733076,24/10/2015,London,5,0,,,16.65,2,2,2,2,2,4
2300510,04/03/2016,London,2,0,,,22.14,1,1,2,2,2,3
4833286,04/07/2016,London,1,0,,,31.59,2,2,2,2,2,2
2498806,14/03/2016,London,1,0,,,38.7,1,1,1,1,1,1
1332210,18/12/2015,London,5,0,,,28.638,1,1,1,4,4,6
520422,02/09/2015,London,3,0,,,61.62,1,1,1,1,1,1
4775730,02/07/2016,London,1,0,,,38.88,1,1,1,1,1,1
1456238,02/01/2016,London,6,0,,,23.63532,2,3,6,8,8,11
2052150,18/02/2016,London,1,0,,,45,1,1,1,1,1,1
560856,12/09/2015,London,1,0,,,18,1,1,1,1,1,1
376482,23/07/2015,London,1,0,,,23.16,1,1,1,1,1,1
4380666,16/06/2016,London,1,0,,,33.84,1,1,1,1,1,1
518392,02/09/2015,London,2,0,,,37.47,1,1,1,1,2,2
931214,07/11/2015,London,1,0,,,23.4456,1,1,2,2,2,4
1372782,21/12/2015,London,14,0,,,27.2466,6,10,17,32,50,106
1539498,11/01/2016,London,2,0,,,32.68992,1,1,2,4,5,6
4603392,25/06/2016,London,1,0,,,37.56,1,1,1,1,1,1
1594612,16/01/2016,London,2,0,,,30.51,1,1,1,1,2,2
250048,04/06/2015,London,3,0,,,22.2,1,2,2,4,4,4
1833250,02/04/2016,London,1,0,,,42.3,2,2,2,2,2,2
4435836,18/06/2016,London,1,0,,,19.8,1,1,1,1,1,1
1200296,29/03/2016,London,2,0,,,25.17,1,1,2,2,2,2
4014148,30/05/2016,London,1,0,,,23.55,1,1,2,2,2,2
4555442,23/06/2016,London,1,0,,,98.82,1,1,1,1,1,1
4783368,17/07/2016,London,1,0,,,53.52,1,1,1,1,1,1
1612820,19/01/2016,London,1,0,,,16.8,1,1,1,1,1,1
1851892,05/02/2016,London,2,0,,,20.448,1,1,1,1,1,5
4578150,24/06/2016,London,1,0,,,19.2,1,1,1,1,1,1
1045294,20/11/2015,London,1,0,,,51.9,1,1,1,1,1,1
3830752,22/05/2016,London,1,0,,,51.66,1,1,1,1,1,1
2583978,19/03/2016,London,2,0,,,32.04,1,2,2,2,2,2
775496,18/10/2015,Manchester,1,0,,,30.84,1,1,1,1,1,1
4055546,01/06/2016,London,3,0,,,20.49996,3,3,3,3,3,3
2887022,05/04/2016,London,1,0,,,50.88,1,1,1,1,1,1
1365724,20/12/2015,London,2,0,,,15.96,1,1,1,2,2,2
3887358,25/05/2016,London,2,0,,,38.04,2,2,2,2,2,2
976926,13/11/2015,London,1,0,,,20.64,1,1,1,1,1,1
409428,01/08/2015,London,3,0,,,27.93,1,1,2,3,3,3
3178456,21/04/2016,London,1,0,,,33.72,1,1,1,1,1,1
2348054,06/03/2016,London,2,0,,,34.33992,2,2,3,3,3,3
396664,29/07/2015,London,1,0,,,18.06,1,1,1,1,1,1
891410,01/11/2015,London,1,1,10,0,101.7,1,1,1,1,1,1
647380,29/09/2015,London,1,1,10,0,8.4,1,1,1,1,1,1
3666072,14/05/2016,London,1,0,,,45.6,1,1,1,1,1,1
4033816,31/05/2016,London,1,0,,,20.85,1,1,1,4,4,4
638752,27/09/2015,London,3,0,,,37.25196,1,1,1,1,1,3
2860634,03/04/2016,London,1,0,,,32.34,1,1,1,1,1,1
2264918,01/03/2016,Aberdeen,1,0,,,30.66,1,1,1,1,1,1
4592654,25/06/2016,London,1,0,,,31.8,1,1,1,1,1,1
1118156,28/11/2015,London,7,0,,,29.98152,2,2,2,3,3,7
1002248,15/11/2015,London,1,0,,,28.38,1,1,1,1,1,1
676378,04/10/2015,Manchester,3,1,10,0,31.56,1,1,1,1,1,3
782518,18/10/2015,London,5,0,,,24.9816,1,1,1,1,1,5
276906,17/06/2015,Manchester,3,0,,,22.5,1,1,1,1,1,3
4245420,10/06/2016,London,1,0,,,119.52,4,4,4,4,4,4
3305204,27/04/2016,London,1,0,,,33.6,1,1,1,1,1,1
1013870,04/12/2015,London,7,0,,,20.0088,5,5,5,7,7,16
988504,14/11/2015,London,3,0,,,22.005,1,1,1,1,1,4
2589224,19/03/2016,London,3,0,,,34.005,1,1,1,3,4,4
3863622,23/05/2016,London,3,0,,,21.9816,2,4,5,5,5,5
2054466,18/02/2016,London,1,0,,,21,1,1,1,1,1,1
963284,11/11/2015,London,1,1,10,0,28.98,1,1,1,1,1,1
1787014,31/01/2016,London,2,0,,,20.49996,1,1,1,1,1,3
1617026,18/01/2016,London,1,0,,,45.48,1,1,1,1,1,1
1148564,30/11/2015,London,8,0,,,39.09,1,1,1,1,5,31
2713756,26/03/2016,London,2,0,,,35.1,2,3,3,3,4,4
4236546,10/06/2016,London,1,0,,,21.3,1,1,1,1,1,1
3305218,27/04/2016,Aberdeen,2,0,,,29.61,1,2,2,2,2,2
556372,11/09/2015,London,1,1,10,0,18.06,1,1,1,1,1,1
683834,05/10/2015,London,1,1,10,0,19.2,1,1,1,1,1,1
2002068,14/02/2016,London,1,1,2.5,0,20.4,1,1,1,1,1,1
1881520,06/02/2016,London,3,0,,,17.208,1,1,1,4,4,5
286544,21/06/2015,London,1,0,,,25.2,1,1,1,1,1,1
3904014,26/05/2016,Manchester,1,0,,,41.4,1,1,1,1,1,1
1895308,07/02/2016,London,2,0,,,39.51996,1,1,2,4,5,6
299036,27/06/2015,London,7,0,,,34.5282,1,1,1,1,1,5
741154,15/10/2015,London,1,1,10,0,8.4,1,1,1,1,1,1
342850,12/07/2015,London,2,0,,,27.72,1,2,2,2,2,3
559260,11/09/2015,London,1,1,10,0,21.12,1,1,1,1,1,1
1468664,03/01/2016,Manchester,2,0,,,14.4,2,2,2,2,2,3
1384300,22/12/2015,Manchester,1,0,,,26.4,1,1,1,1,1,1
3937410,27/05/2016,Manchester,2,0,,,33.33,1,1,1,2,2,2
1994418,14/02/2016,London,2,0,,,23.115,1,1,2,2,2,4
4530228,22/06/2016,Aberdeen,1,0,,,29.94,1,1,1,1,1,1
1074242,23/11/2015,Manchester,1,0,,,51.72,1,1,1,1,1,1
1067336,22/11/2015,London,15,0,,,29.27916,2,3,15,18,28,50
1841208,04/02/2016,London,1,0,,,20.22,1,1,1,1,1,1
1860956,05/02/2016,London,2,0,,,32.73996,1,1,1,3,3,3
5045214,12/07/2016,London,2,0,,,28.56,2,2,2,2,2,2
2669978,24/03/2016,Manchester,3,0,,,30.444,1,1,2,5,7,10
4636512,26/06/2016,London,1,0,,,21.48,1,1,1,1,1,1
3368684,30/04/2016,London,1,0,,,28.08,1,1,1,1,1,1
3989950,29/05/2016,London,2,0,,,27.43992,2,3,5,6,6,6
318908,05/07/2015,London,6,0,,,27.10128,1,1,1,1,1,8
2901312,06/04/2016,London,1,0,,,27.54,1,1,1,1,1,1
1063594,22/11/2015,London,2,0,,,18.21996,1,1,1,2,3,3
5021842,11/07/2016,Manchester,1,1,10,1,9.54,1,1,1,1,1,1
4226440,09/06/2016,London,4,0,,,29.58,1,3,5,5,5,5
1357468,19/12/2015,London,5,0,,,42.17136,1,1,1,1,1,6
2474180,13/03/2016,Manchester,2,0,,,35.505,1,1,1,4,7,8
1938016,11/02/2016,London,1,0,,,74.49996,2,2,2,3,3,3
5202918,17/07/2016,London,1,0,,,25.2,1,1,1,1,1,1
4019934,30/05/2016,London,1,0,,,21,1,1,1,1,1,1
5181458,16/07/2016,London,1,0,,,12,1,1,1,1,1,1
2733782,27/03/2016,London,1,0,,,31.44,1,1,1,1,1,1
2985014,10/04/2016,London,1,0,,,48.18,1,1,1,2,2,2
302352,28/06/2015,London,1,0,,,19.68,1,1,1,1,1,1
1259612,11/12/2015,London,1,0,,,20.28,1,1,1,1,1,1
1982352,13/02/2016,London,2,0,,,37.2,1,1,2,2,2,2
1461212,02/01/2016,London,3,0,,,38.58,1,1,1,1,2,5
4519472,22/06/2016,London,1,1,10,1,18.24,1,1,1,1,1,1
3411734,01/05/2016,Manchester,1,0,,,24,1,1,1,1,1,1
1756174,29/01/2016,London,1,0,,,18.42,1,1,1,1,1,1
799322,21/10/2015,London,10,0,,,38.47644,1,1,4,11,12,31
